ticker,ai_score,innovation_score,ai_quartile,innovation_quartile,ai_label,innovation_label,in_portfolio
000660 KS,0.7125,0.475,3,1,AI Adopter,Emerging,TRUE
005380 KS,0.55,0.5,2,1,AI Follower,Emerging,FALSE
005930 KS,0.66,0.55,2,2,AI Follower,Developing,TRUE
0170016D US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
035420 KS,0.715,0.55,3,2,AI Adopter,Developing,FALSE
035720 KS,0.585,0.45,2,1,AI Follower,Emerging,FALSE
051910 KS,0.32,0.4,1,1,AI Laggard,Emerging,FALSE
207940 KS,0.6,0.5,2,1,AI Follower,Emerging,FALSE
6501 JT,0.2925,0.325,1,1,AI Laggard,Emerging,TRUE
7974 JP,0.4875,0.375,1,1,AI Laggard,Emerging,TRUE
8TRA GR,0.6075,0.675,2,3,AI Follower,Strong,TRUE
9984 JT,0.6,0.6,2,2,AI Follower,Developing,TRUE
AAPL US,0.57,0.475,2,1,AI Follower,Emerging,TRUE
ABBV US,0.84,0.7,4,3,AI Leader,Strong,TRUE
ABT US,0.525,0.525,1,1,AI Laggard,Emerging,TRUE
ADBE US,0.945,0.675,4,3,AI Leader,Strong,TRUE
AFRM US,0.5,0.625,1,2,AI Laggard,Developing,TRUE
ALIZF US,0.675,0.675,3,3,AI Adopter,Strong,FALSE
AMAT US,0.5625,0.375,2,1,AI Follower,Emerging,FALSE
AMD US,0.975,0.65,4,3,AI Leader,Strong,TRUE
AMT US,0.575,0.575,2,2,AI Follower,Developing,TRUE
AMZN US,0.475,0.475,1,1,AI Laggard,Emerging,TRUE
ANET US,0.48,0.4,1,1,AI Laggard,Emerging,TRUE
ANT US,0.725,0.725,3,4,AI Adopter,Leader,FALSE
APD US,0.4,0.5,1,1,AI Laggard,Emerging,TRUE
APH US,0.81,0.675,4,3,AI Leader,Strong,TRUE
APO US,0.42,0.525,1,1,AI Laggard,Emerging,TRUE
ARES US,0.46,0.575,1,2,AI Laggard,Developing,TRUE
ASAN US,0.7,0.5,3,1,AI Adopter,Emerging,TRUE
ASML US,0.7875,0.525,3,1,AI Adopter,Emerging,TRUE
AVGO US,0.9375,0.625,4,2,AI Leader,Developing,TRUE
AXP US,0.54,0.675,2,3,AI Follower,Strong,TRUE
AZN US,0.78,0.65,3,3,AI Adopter,Strong,TRUE
BA US,0.4725,0.525,1,1,AI Laggard,Emerging,TRUE
BABA US,0.5,0.5,1,1,AI Laggard,Emerging,TRUE
BAC US,0.675,0.675,3,3,AI Adopter,Strong,TRUE
BAM US,0.4,0.5,1,1,AI Laggard,Emerging,TRUE
BIDU US,0.8775,0.675,4,3,AI Leader,Strong,FALSE
BILI US,0.9425,0.725,4,4,AI Leader,Leader,TRUE
BILL US,0.7,0.5,3,1,AI Adopter,Emerging,TRUE
BIO US,0.63,0.525,2,1,AI Follower,Emerging,TRUE
BLK US,0.58,0.725,2,4,AI Follower,Leader,TRUE
BP US,0.245,0.35,1,1,AI Laggard,Emerging,TRUE
BRK/B US,0.5,0.625,1,2,AI Laggard,Developing,FALSE
BX US,0.54,0.675,1,3,AI Laggard,Strong,TRUE
BYDDF US,0.9075,0.825,4,4,AI Leader,Leader,FALSE
CAJPY US,0.81,0.675,4,3,AI Leader,Strong,FALSE
CAT US,0.315,0.35,1,1,AI Laggard,Emerging,TRUE
CBOE US,0.54,0.675,2,3,AI Follower,Strong,TRUE
CITADL 5.9 02/10/30,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
CME US,0.58,0.725,2,4,AI Follower,Leader,TRUE
COIN US,0.38,0.475,1,1,AI Laggard,Emerging,TRUE
CRM US,0.665,0.475,2,1,AI Follower,Emerging,TRUE
CRWD US,0.56,0.4,2,1,AI Follower,Emerging,TRUE
CSCO US,0.9,0.75,4,4,AI Leader,Leader,TRUE
CTREV 3 7/8 06/30/28,0.775,0.775,3,4,AI Adopter,Leader,FALSE
CVX US,0.28,0.4,1,1,AI Laggard,Emerging,TRUE
DDOG US,0.735,0.525,3,1,AI Adopter,Emerging,TRUE
DE US,0.585,0.65,2,3,AI Follower,Strong,TRUE
DIS US,0.7475,0.575,3,2,AI Adopter,Developing,TRUE
DOCU US,0.63,0.45,2,1,AI Follower,Emerging,TRUE
DUK US,0.225,0.45,1,1,AI Laggard,Emerging,TRUE
EADSY US,0.4275,0.475,1,1,AI Laggard,Emerging,FALSE
FANUY US,0.405,0.45,1,1,AI Laggard,Emerging,FALSE
FRCOY US,0.675,0.675,3,3,AI Adopter,Strong,FALSE
FSLY US,0.63,0.45,2,1,AI Follower,Emerging,FALSE
GE US,0.5625,0.625,2,2,AI Follower,Developing,TRUE
GOOGL US,0.6825,0.525,3,2,AI Adopter,Developing,TRUE
GRAB US,0.425,0.425,1,1,AI Laggard,Emerging,TRUE
GS US,0.54,0.675,2,3,AI Follower,Strong,TRUE
HD US,0.45,0.45,1,1,AI Laggard,Emerging,TRUE
HDB US,0.725,0.725,3,4,AI Adopter,Leader,FALSE
HMC US,0.6875,0.625,3,2,AI Adopter,Developing,FALSE
HOOD US,0.32,0.4,1,1,AI Laggard,Emerging,TRUE
HSBC US,0.675,0.675,3,3,AI Adopter,Strong,FALSE
HTHIY US,0.405,0.45,1,1,AI Laggard,Emerging,FALSE
HUBS US,0.735,0.525,3,2,AI Adopter,Developing,TRUE
IBM US,0.91,0.65,4,3,AI Leader,Strong,TRUE
IBN US,0.775,0.775,3,4,AI Adopter,Leader,TRUE
ICE US,0.58,0.725,2,4,AI Follower,Leader,TRUE
INF US,NA,NA,NA,NA,AI Laggard,Emerging,TRUE
INFY US,1.085,0.775,4,4,AI Leader,Leader,FALSE
INTC US,0.9375,0.625,4,2,AI Leader,Developing,TRUE
IQ US,0.8125,0.625,4,3,AI Leader,Strong,FALSE
ITOCY US,0.5625,0.625,2,3,AI Follower,Strong,FALSE
J US,0.6,0.6,2,2,AI Follower,Developing,TRUE
JANEST TL B 1L USD,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
JBL US,0.54,0.45,1,1,AI Laggard,Emerging,TRUE
JD US,0.525,0.525,1,2,AI Laggard,Developing,TRUE
JNJ US,0.9,0.75,4,4,AI Leader,Leader,TRUE
JPM US,0.75,0.75,3,4,AI Adopter,Leader,TRUE
KAOCF US,0.825,0.825,4,4,AI Leader,Leader,FALSE
KKR US,0.6,0.75,2,4,AI Follower,Leader,TRUE
KO US,0.625,0.625,2,3,AI Follower,Strong,TRUE
KSPI US,0.6,0.75,2,4,AI Follower,Leader,TRUE
KUASF US,1.04,0.8,4,4,AI Leader,Leader,FALSE
KYCCF US,0.75,0.625,3,3,AI Adopter,Strong,FALSE
LI US,0.6325,0.575,2,2,AI Follower,Developing,TRUE
LIN US,0.5,0.625,1,3,AI Laggard,Strong,FALSE
LLY US,0.72,0.6,3,2,AI Adopter,Developing,TRUE
LMT US,0.81,0.9,4,4,AI Leader,Leader,TRUE
LOGM TL 1L USD,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
LRCX US,0.825,0.55,4,2,AI Leader,Developing,TRUE
MA US,0.7,0.875,3,4,AI Adopter,Leader,TRUE
MARUY US,0.4275,0.475,1,1,AI Laggard,Emerging,FALSE
MBFJF US,0.65,0.65,2,3,AI Follower,Strong,FALSE
MC US,0.6,0.75,2,4,AI Follower,Leader,TRUE
MCD US,0.7,0.7,3,3,AI Adopter,Strong,TRUE
MCO US,0.7,0.875,3,4,AI Adopter,Leader,TRUE
MELI US,0.675,0.675,3,3,AI Adopter,Strong,TRUE
META US,0.8775,0.675,4,3,AI Leader,Strong,TRUE
MFG US,0.65,0.65,2,3,AI Follower,Strong,FALSE
MITEY US,0.475,0.475,1,1,AI Laggard,Emerging,FALSE
MITSY US,0.4725,0.525,1,2,AI Laggard,Developing,FALSE
MKTX US,0.44,0.55,1,2,AI Laggard,Developing,TRUE
MMM US,0.5175,0.575,1,2,AI Laggard,Developing,TRUE
MPNGF US,0.625,0.625,2,3,AI Follower,Strong,FALSE
MQ US,0.32,0.4,1,1,AI Laggard,Emerging,FALSE
MRAAY US,0.87,0.725,4,4,AI Leader,Leader,FALSE
MRK US,0.93,0.775,4,4,AI Leader,Leader,TRUE
MS US,0.6,0.75,2,4,AI Follower,Leader,TRUE
MSBHF US,0.5175,0.575,1,2,AI Laggard,Developing,FALSE
MSCI US,0.48,0.6,1,2,AI Laggard,Developing,TRUE
MSFT US,0.91,0.65,4,3,AI Leader,Strong,TRUE
MU US,0.825,0.55,4,2,AI Leader,Developing,TRUE
NDAQ US,0.52,0.65,1,3,AI Laggard,Strong,TRUE
NEE US,0.2125,0.425,1,1,AI Laggard,Emerging,TRUE
NET US,0.665,0.475,3,1,AI Adopter,Emerging,TRUE
NFLX US,0.6825,0.525,3,2,AI Adopter,Developing,TRUE
NIO US,0.6325,0.575,2,2,AI Follower,Developing,FALSE
NJDCY US,0.5175,0.575,1,2,AI Laggard,Developing,FALSE
NOW US,0.945,0.675,4,3,AI Leader,Strong,TRUE
NSRGY US,0.625,0.625,2,3,AI Follower,Strong,FALSE
NTES US,0.6825,0.525,3,2,AI Adopter,Developing,FALSE
NTRS US,0.64,0.8,2,4,AI Follower,Leader,TRUE
NU US,0.75,0.75,3,4,AI Adopter,Leader,TRUE
NVDA US,0.825,0.55,4,2,AI Leader,Developing,TRUE
NVO US,0.93,0.775,4,4,AI Leader,Leader,FALSE
NVS US,0.78,0.65,3,3,AI Adopter,Strong,TRUE
OKTA US,0.98,0.7,4,3,AI Leader,Strong,TRUE
OR US,0.38,0.475,1,1,AI Laggard,Emerging,TRUE
ORCL US,0.63,0.45,2,1,AI Follower,Emerging,TRUE
PAGS US,0.34,0.425,1,1,AI Laggard,Emerging,FALSE
PAHCF US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
PANW US,0.875,0.625,4,3,AI Leader,Strong,TRUE
PCOR US,0.84,0.6,4,2,AI Leader,Developing,TRUE
PDD US,0.625,0.625,2,3,AI Follower,Strong,TRUE
PFE US,0.93,0.775,4,4,AI Leader,Leader,TRUE
PG US,0.625,0.625,2,3,AI Follower,Strong,TRUE
PYPL US,0.46,0.575,1,2,AI Laggard,Developing,TRUE
QCOM US,0.9375,0.625,4,3,AI Leader,Strong,TRUE
RCRTF US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
RELIANCE IN,0.63,0.9,2,4,AI Follower,Leader,FALSE
RHHBY US,0.69,0.575,3,2,AI Adopter,Developing,FALSE
RKUNY US,0.625,0.625,2,3,AI Follower,Strong,FALSE
RMSG US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
RTX US,0.675,0.75,3,4,AI Adopter,Leader,TRUE
SAIL US,0.77,0.55,3,2,AI Adopter,Developing,FALSE
SAP GR,0.84,0.6,4,2,AI Leader,Developing,TRUE
SAP US,0.84,0.6,4,2,AI Leader,Developing,TRUE
SE US,0.675,0.675,3,3,AI Adopter,Strong,TRUE
SFTBF US,0.675,0.675,3,3,AI Adopter,Strong,FALSE
SHEL US,0.3325,0.475,1,1,AI Laggard,Emerging,TRUE
SHOP US,0.665,0.475,3,1,AI Adopter,Emerging,TRUE
SIEGY US,0.63,0.7,2,3,AI Follower,Strong,FALSE
SMCAY US,0.4725,0.525,1,2,AI Laggard,Developing,FALSE
SMCI US,0.66,0.55,2,2,AI Follower,Developing,TRUE
SMFG US,0.7,0.7,3,4,AI Adopter,Leader,FALSE
SNOW US,0.875,0.625,4,3,AI Leader,Strong,TRUE
SNPS US,0.805,0.575,4,2,AI Leader,Developing,TRUE
SNY US,0.93,0.775,4,4,AI Leader,Leader,TRUE
SNYFX US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
SOFI US,0.56,0.7,2,4,AI Follower,Leader,TRUE
SONY US,0.725,0.725,3,4,AI Adopter,Leader,FALSE
SPGI US,0.7,0.875,3,4,AI Adopter,Leader,TRUE
SPOT US,0.8125,0.625,4,3,AI Leader,Strong,TRUE
SQM US,0.32,0.4,1,1,AI Laggard,Emerging,FALSE
SSDOY US,0.675,0.675,3,3,AI Adopter,Strong,FALSE
STNE US,0.64,0.8,2,4,AI Follower,Leader,TRUE
STT US,0.7,0.875,3,4,AI Adopter,Leader,TRUE
SUMCF US,0.825,0.55,4,2,AI Leader,Developing,FALSE
SVNDY US,0.5,0.5,1,1,AI Laggard,Emerging,FALSE
T US,0.625,0.625,2,3,AI Follower,Strong,TRUE
TAK US,0.99,0.825,4,4,AI Leader,Leader,FALSE
TCEHY US,0.9425,0.725,4,4,AI Leader,Leader,FALSE
TCOM US,0.825,0.825,4,4,AI Leader,Leader,FALSE
TEAM US,0.98,0.7,4,4,AI Leader,Leader,TRUE
TKPHF US,0.99,0.825,4,4,AI Leader,Leader,FALSE
TM US,0.77,0.7,3,4,AI Adopter,Leader,TRUE
TME US,0.6175,0.475,2,1,AI Follower,Emerging,TRUE
TMO US,0.69,0.575,3,2,AI Adopter,Developing,TRUE
TOST US,0.5,0.625,1,3,AI Laggard,Strong,TRUE
TSLA US,0.44,0.4,1,1,AI Laggard,Emerging,TRUE
TSM US,1.2375,0.825,4,4,AI Leader,Leader,FALSE
TTDKY US,0.96,0.8,4,4,AI Leader,Leader,FALSE
TTE US,0.385,0.55,1,2,AI Laggard,Developing,FALSE
TW US,0.52,0.65,1,3,AI Laggard,Strong,TRUE
TWLO US,0.84,0.6,4,2,AI Leader,Developing,TRUE
TXN US,0.7875,0.525,3,2,AI Adopter,Developing,TRUE
UL US,0.55,0.55,2,2,AI Follower,Developing,TRUE
UNH US,0.575,0.575,2,2,AI Follower,Developing,TRUE
UPS US,0.575,0.575,2,2,AI Follower,Developing,TRUE
V US,0.76,0.95,3,4,AI Adopter,Leader,TRUE
VERCST 13 12/15/30,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
VIRT US,0.7,0.875,3,4,AI Adopter,Leader,TRUE
VZ US,0.775,0.775,3,4,AI Adopter,Leader,TRUE
WB US,0.78,0.6,3,2,AI Adopter,Developing,TRUE
WCPAY US,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
WDAY US,0.875,0.625,4,3,AI Leader,Strong,TRUE
WMT US,0.6,0.6,2,2,AI Follower,Developing,TRUE
WORK US,1.295,0.925,4,4,AI Leader,Leader,FALSE
XIACF US,0.93,0.775,4,4,AI Leader,Leader,FALSE
XOM US,0.385,0.55,1,2,AI Laggard,Developing,TRUE
XPEV US,0.77,0.7,3,4,AI Adopter,Leader,FALSE
YNDX19,NA,NA,NA,NA,AI Laggard,Emerging,FALSE
ZM US,0.805,0.575,3,2,AI Adopter,Developing,TRUE
ZS US,0.945,0.675,4,3,AI Leader,Strong,TRUE
